  00098.752625,  15.08408825,000005.9753,     00064.002178, 00000017.292
      000035.249, 0000054.8951,     0044.124,    0005.35841,  26.21881
     00047.5862,     085.8992566,  0048.133,  33.944311,  26.1614413
     23.8369732, 80.3576914,   0027.85167,      36.750913,    084.579392
     0049.5812349,  011.02168005,      00003.147409,65.86748025,  0000074.8348
   0029.58926,  000045.1311,000023.4033,  68.0556677,  00029.716949
    000088.504,49.5195873,     080.9939411,  0036.9406,   037.70925343
  066.68726,1.58272132,     037.36605016,    39.78892,    0000012.503
     0047.173476,     010.22326375,    000023.254,  043.8135,50.78872156
    00002.9326,   97.749781,     073.2064,    012.06207587,  000096.83478
   000058.0157,000055.247, 000009.4083,   52.4874772,    13.89640214
    73.409207,     0000023.2002,   0041.438,   0000037.0662,     060.2723
     041.070484,  0092.2520572,     72.09718738,    0083.002,     0000075.8923
 37.07300387,     0066.2629,     28.202872,      89.318829,     029.44777
   0049.366449,    0087.402886,   61.709658,  000088.8084,     00000039.815
  00001.70908,     30.98597775,  091.3661, 53.416438, 95.237417
    53.89052903,70.224388, 072.5706, 000028.206,     060.2729
 0000085.2784,00082.727785,  91.2288166,  0098.307, 057.761232
   0040.4161626, 00082.32209, 00000094.804,     0051.2877854, 000070.505
00000094.581,   0041.2131, 4.42887967,   14.3772258,  26.153736
    00075.20988,     1.769850785,    0069.633,     021.14926658,    000098.5526
   000043.8319,  0033.743,    13.18284354,     078.3938,    25.945015
    0000055.135, 002.2921,048.52633,0056.4432129,00000095.945
      6.055106, 94.73495512,    032.2135,0045.52661,  82.2105876
016.61138,  61.5245986, 78.9347684,      73.07461,      55.81679
   67.9663838,   52.13865253,   95.6244981,  0079.956,   00006.89129
000070.2295,     018.1428008,     37.38194854,     0038.0585,0015.324727
    11.564903,   56.93317621,0063.1012,060.151084,  086.082308
21.61270315,0054.508907,   61.09055724,00000050.826,      0000072.176
00088.806,     82.1009258,8.3366782,  50.7449935, 000004.7269
    050.0880639,  075.1658,   0080.574,   089.49597,     73.04349698
 0046.3897046,    00051.9237,37.949351,      000048.382,      41.655375
    9.340354, 71.67725279,  048.8427441,  49.51716585, 079.703463
     00006.7307,     84.84004503,      079.0974,   034.9531685,      01.516235716
  32.31607775, 00006.3448, 60.85871179,  000064.10618,  073.5472
     92.01818524,      0037.456596,     071.823795,76.72098269,      016.5921
   68.6438052, 0086.7937,    00079.157,      10.68826839,  24.4234538
 59.52098819, 65.5338269, 32.71550536,   45.4902661, 000017.695
    4.329948452,    0000065.547, 29.548218,  82.8769253, 4.44562614
     18.84659351,  038.0142, 47.76759016,    57.81037,      000029.2566
  0093.661071,  0012.9486745,   40.9925923,  99.691406,     0082.2536
71.35749161,     0099.529,00044.474,     30.375728,     000087.93528
 83.45176677,0068.5832139,     00000081.525,     00082.483,  069.3658
      31.048306,  18.50030642,  0099.94077,     22.0099692, 024.9772283
   0075.74222,     00000066.936,000040.823,   96.881208,  0000046.5605
 064.2816,      000031.339,      37.760744,  59.4113432,    22.40131162
   00045.8893,      62.066446,   000097.94945,  055.6124,     0095.0687097
 077.0515153,032.575816,   000051.855,      079.7807532, 0025.163
      0043.152,     005.2158737, 44.95482474,083.066218,     087.1216589
   0011.9748892, 090.161255, 088.728535, 00082.673798,   0045.580799
    0000099.4311,    039.51457,    0046.86119,     00044.04032,00074.57624
    00055.3933,     00013.044218, 081.7263,      00096.203,  29.46901
 00087.93007,  00047.01339,    0000053.216, 87.12145145,   0073.2917
0006.0894,  0012.3461, 0035.246,23.05881159,      078.3574
  07.0987388,    97.174083,      00045.03109,0000081.4573,     90.58487909
    000038.8882,    0004.1488,     88.06452,064.5722,033.71004
     39.5370813, 50.492539,      81.59600788,  0045.3279,     72.783048
     033.7552,    75.39914399,    087.695925,   00000087.841,      33.48911
 000018.477,003.12219, 99.8144251,   0000042.6938,   000000022.17
